Event,Race,Description,Participants,Registration Opens,Registration Closes,Entry Fee,Sign Up,Date,Starting Time,Starting Point,Country,SumDistance,SumElevation Gain,SumDescent,SumRefreshment Points,SumTimeLimit,Website,CourseUrl,LogoPicURL,ProfilePicURL,SourceUrl
Oisans Trail Tour 2019,87Km Solo,"Pour cette 3eme édition,  l’organisation vous propose des parcours différents à 2018 !Le départ de la course se fera à Oz en Oisans,  après vous êtes rendu à Vaujany par un magnifique sentier en balcon, vous partirez pour une première ascension sur le col du Couard (2334m)!Vous terminerez votre première ascension au lever du jour sur les lacs d'altitude du Plan des Cavalles (massif des Grandes Rousses), avec un passage à plus de 2700m d'altitude!Lors de votre descente, vous emprunterez la Combe Charbonnière avant de rejoindre le mythique Col de Sarenne (1999m) qui vous fera basculer dans la magnifique Vallée du Ferrand !Vous remonterez ensuite sur Besse en Oisans et le Plateau d'Emparis pour faire la boucle des Lacs (Lerié et Noir) avant de redescendre sur Mizoën.De Mizoën vous rejoindrez Auris en Oisans pour quitter le  Parc Naturel Régional des Écrins. Là, vous profiterez de chemins roulant en évoluant dans la combe de Sarenne avant d'arriver au dernier point clef de cet ultra, le village station de Villard-Reculas qui vous fera prendre des magnifiques chemins en balcon (des Combe, de la Rompure) avant la descente finale sur Oz en Oisans ou sera jugée l’arrivée.",350,13 February 2019,18 July 2019,"70€ jusqu’au 30/04/2019
80€ entre le 01/05/2019 et le 30/06/2019
90€ à partir du 01/07/2019",https://njuko.net/ott2019/select_competition,20 July 2019,04:00,Oz,France,85.9km,4950m,4960m,7,19:20,http://www.oisanstrailtour.fr,https://tracedetrail.fr/en/trace/itra/75061,/orga_pic/logo_med4205.png,https://itra.run/orga_pic/p_9485_1.jpg,https://itra.run/calend.php?ide=4205&mode=getEvt&id=4205&annee=2019&idc=9485
Oisans Trail Tour 2019,30Km,"Pour cette 3eme édition,  l’organisation vous propose un nouveau tracé pour le 30km! C’est l’occasion de découvrir les joies du Trail tout en découvrant ce coin de paradis qui est l'Oisans!Le départ de la course se fera de l'Alpe d'Huez, puis vous partirez vers les chemins roulants évoluant dans la combe de Sarenne ! Peu avant le col du même nom, vous remonterez à la croix de Cassini (2373m), le point culminant du parcours, avant de redescendre à Auris en Oisans ou vous y attend le premier ravitaillement (mi parcours).Après avoir fait le plus gros du dénivelé, vous rejoindrez le village station de Villard-Reculas pour votre deuxième ravitaillement. Ensuite, vous emprunterez des magnifiques chemins en balcons (des Combes) avant d'arriver à Oz en Oisans ou sera jugée l’arrivée.",350,13 February 2019,18 July 2019,"25€ jusqu’au 30/04/2019
30€ entre le 01/05/2019 et le 30/06/2019
35€ à partir du 01/07/2019",https://www.njuko.net/ott2019/select_competition,20 July 2019,09:00,Alpes,France,30km,1210m,1680m,2,06:00,http://www.oisanstrailtour.fr,https://tracedetrail.fr/en/trace/itra/77165,/orga_pic/logo_med4205.png,,https://itra.run/calend.php?ide=4205&mode=getEvt&id=4205&annee=2019&idc=13049
Swissalpine Irontrail Davos St. Moritz 2019,T88,,500,1 December 2018,24 July 2019,"01.12.2018-31.03.2019 = CHF 170
01.04 - 24.07.2019 = CHF 190",,27 July 2019,06:00,St.,Suisse,85.8km,4030m,4340m,9,24:00,http://www.swissalpine.ch,https://tracedetrail.fr/en/trace/itra/73873,/orga_pic/logo_med4849.jpg,,https://itra.run/calend.php?ide=4849&mode=getEvt&id=4849&annee=2019&idc=16699
Swissalpine Irontrail Davos St. Moritz 2019,T88/46,,,1 December 2018,24 July 2019,"01.12.2018 - 31.03.2019 = CHF 170
01.04 - 24.07.2019 = CHF 190",,27 July 2019,06:00,St.,Suisse,46.3km,1890m,2360m,4,10:00,http://www.swissalpine.ch,https://tracedetrail.fr/en/trace/itra/73874,/orga_pic/logo_med4849.jpg,,https://itra.run/calend.php?ide=4849&mode=getEvt&id=4849&annee=2019&idc=16701
Swissalpine Irontrail Davos St. Moritz 2019,T43,,,1 December 2018,18 July 2019,"01.12.2018 - 31.03.2019 = CHF 130
04.04. - 18.07.2019 = CHF 150",,20 July 2019,08:00,Samedan,Suisse,44km,2650m,2650m,3,12:00,http://www.swissalpine.ch,https://tracedetrail.fr/en/trace/itra/73875,/orga_pic/logo_med4849.jpg,https://itra.run/orga_pic/p_11195_1.jpg,https://itra.run/calend.php?ide=4849&mode=getEvt&id=4849&annee=2019&idc=11195
Swissalpine Irontrail Davos St. Moritz 2019,K43,,,1 December 2018,24 July 2019,"01.12.2018 - 31.03.2019 = CHF 150
01.04 - 24.07.2019 = CHF 170",,27 July 2019,10:00,Davos,Suisse,42.9km,1580m,1580m,7,11:00,http://www.swissalpine.ch,https://tracedetrail.fr/en/trace/itra/73876,/orga_pic/logo_med4849.jpg,https://itra.run/orga_pic/p_11193_1.jpg,https://itra.run/calend.php?ide=4849&mode=getEvt&id=4849&annee=2019&idc=11193
Swissalpine Irontrail Davos St. Moritz 2019,T29,,,1 December 2018,18 July 2019,"01.12.2018 - 31.03.2019 = CHF 100
01.04. - 18.07.2019 = CHF 120",,20 July 2019,10:30,St.,Suisse,29.1km,1840m,1970m,2,09:50,http://www.swissalpine.ch,https://tracedetrail.fr/en/trace/itra/73877,/orga_pic/logo_med4849.jpg,https://itra.run/orga_pic/p_11197_1.jpg,https://itra.run/calend.php?ide=4849&mode=getEvt&id=4849&annee=2019&idc=11197
Tahoe Rim Trail Endurance Runs 100M/50M/55K 2019,100 Mile,,300,2 December 2018,17 December 2018,$290,https://ultrasignup.com/register.aspx?did=60610,20 July 2019,05:00,Spooner,Etats-Unis,161.1km,6170m,6160m,N/A,35:00,http://www.trter.com,https://tracedetrail.fr/en/trace/itra/70500,/orga_pic/logo_med1237.png,https://itra.run/orga_pic/p_545_1.jpg,https://itra.run/calend.php?ide=1237&mode=getEvt&id=1237&annee=2019&idc=545
Tahoe Rim Trail Endurance Runs 100M/50M/55K 2019,50 Mile,,200,2 December 2018,17 December 2018,$155,https://ultrasignup.com/register.aspx?did=60610,20 July 2019,06:00,Spooner,Etats-Unis,81.3km,3160m,3160m,N/A,17:00,http://www.trter.com,https://tracedetrail.fr/en/trace/itra/70501,/orga_pic/logo_med1237.png,https://itra.run/orga_pic/p_331_1.jpg,https://itra.run/calend.php?ide=1237&mode=getEvt&id=1237&annee=2019&idc=331
Tahoe Rim Trail Endurance Runs 100M/50M/55K 2019,55 Km,,130,2 December 2018,17 December 2018,$135,https://ultrasignup.com/register.aspx?did=35090,20 July 2019,06:00,Carson,Etats-Unis,54.8km,2060m,2050m,N/A,17:00,http://www.trter.com,https://tracedetrail.fr/en/trace/itra/70502,/orga_pic/logo_med1237.png,https://itra.run/orga_pic/p_544_1.jpg,https://itra.run/calend.php?ide=1237&mode=getEvt&id=1237&annee=2019&idc=544
The Gax 100 Miles 2019,The Gax 100 Miles,,72,11 September 2018,30 June 2019,850,https://dinkurs.se/appliance/?event_id=57067,20 July 2019,00:00,Ystad,Suède,161.3km,2330m,2320m,3,32:00,http://www.gax100.com,https://tracedetrail.fr/en/trace/itra/77308,,,https://itra.run/calend.php?ide=1290&mode=getEvt&id=1290&annee=2019&idc=205
Trail Et Cross Du Vélan 2019,45 Km,"Le trail 100% nature au cœur des alpes valaisannes, le Trail du Vélan est un événement sportif, au pied des majestueux Mont Vélan et Grand Combin, dans les massifs du Grand-St-Bernard et des Combins. Le grand parcours passant par 3 cabanes de montagne (Cabane de Mille, Cabane du Valsorey, Cabane du Vélan), traversant les communes de Bourg-St-Pierre et Liddes; ce tracé original alpin, avec vue imprenable sur le Mont blanc et les Grandes Jorasses, empruntant le fameux « chemin panoramique », culminera à 3037m, avec 45 km et environ 3600 mètres de dénivelé positif, en semi autonomie.",200,27 January 2019,18 July 2019,80 CHF,http://www.softtiming.ch/index.php/inscriptions,20 July 2019,04:30,Bourg-St-Pierre,Suisse,45.9km,3470m,3470m,4,14:00,http://www.crossduvelan.ch,https://tracedetrail.fr/en/trace/itra/67984,/orga_pic/logo_med1936.jpg,https://itra.run/orga_pic/p_1264_1.jpg,https://itra.run/calend.php?ide=1936&mode=getEvt&id=1936&annee=2019&idc=1264
Trail Et Cross Du VĂŠlan 2019,21 Km,,120,31 December 2018,12 July 2019,,,27 July 2019,07:00,Bourg-St-Pierre,Suisse,22.3km,2010m,2010m,3,06:08,http://www.crossduvelan.ch,https://tracedetrail.fr/en/trace/itra/67985,/orga_pic/logo_med1936.jpg,,https://itra.run/calend.php?ide=1936&mode=getEvt&id=1936&annee=2019&idc=15231
Trail Et Cross Du VĂŠlan 2019,15 Km,,100,1 November 2018,18 July 2019,,,27 July 2019,00:00,Bourg-St-Pierre,Suisse,15km,850m,850m,1,04:30,http://www.crossduvelan.ch,https://tracedetrail.fr/en/trace/itra/67986,/orga_pic/logo_med1936.jpg,,https://itra.run/calend.php?ide=1936&mode=getEvt&id=1936&annee=2019&idc=15483
Transqilian Run  2019,108 Km,"2019 野性祁连中国祁连山越野跑100公里组
Description in English
TransQILIAN Run 100km 2019",100,4 March 2019,4 June 2019,$200,http://www.ultraqilian.com,20 July 2019,00:00,Qilian,Chine,106.3km,4950m,4950m,10,30:00,http://ultraqilian.com,https://tracedetrail.fr/en/trace/itra/76022,/orga_pic/logo_med2580.jpg,https://itra.run/orga_pic/p_5130_1.jpg,https://itra.run/calend.php?ide=2580&mode=getEvt&id=2580&annee=2019&idc=5130
Transqilian Run  2019,50Km,"2019 野性祁连 中国祁连山越野跑50公里
Description in English
Trandqilian Run 50km 2019",150,3 March 2019,3 June 2019,$120,http://www.ultraqilian.com,20 July 2019,03:00,Qilian,Chine,54km,2540m,2530m,4,16:00,http://ultraqilian.com,https://tracedetrail.fr/en/trace/itra/77583,/orga_pic/logo_med2580.jpg,https://itra.run/orga_pic/p_5131_1.jpg,https://itra.run/calend.php?ide=2580&mode=getEvt&id=2580&annee=2019&idc=5131
Transqilian Run  2019,30 Km,"2019 野性祁连越野跑30公里
Description in English
TRANSQILIAN RUN 30KM 2019",100,28 February 2019,4 July 2019,＄80,http://ultraqilian.com/,20 July 2019,08:00,Qilian,Chine,37.8km,1690m,1690m,4,10:00,http://ultraqilian.com,https://tracedetrail.fr/en/trace/itra/77584,/orga_pic/logo_med2580.jpg,https://itra.run/orga_pic/p_8239_1.jpg,https://itra.run/calend.php?ide=2580&mode=getEvt&id=2580&annee=2019&idc=8239
Ultra Tour De La Motte-Chalancon 2019,Grand Tour Des Crêtes,"Apres un départ dans le centre du village, vous empruntez un single pour une première partie à majorité montante, de bons raidards sur la fin. Arrivés à la première crête, km 14 et 1er ravitaillement, où avec un peu de chance vous pourrez admirer le lever du soleil sur les Alpes.S’en suit une partie descendante et roulante qui fera du bien aux jambes. La montée suivante est plus courte mais bien raide et technique sur le haut. Vous  voilà au sommet  de la deuxième crête. Ouf ! Une première partie de descente technique et casse-patte et vous êtes maintenant partis pour une succession de petites montées et descentes jusqu’au ravitaillement de la Charce.Un peu de plat jusqu’au village de Sainte Marie et c’est reparti pour 10 km de montée. En haut vous êtes maintenant sur un tapis de feuilles dans une foret de hêtres, le sol est souple, vous êtes à l’ombre et en plus c’est plat (enfin presque). Un mur en descente et voila le ravitaillement du sommet de la Fromagère (50ème km).Suivent 2,5km de montée et quelques passages bien durs  le tout dans un sous bois de sapins et de hêtres. Voila la 3ème crête. La suite est un vrai régal, la vue est splendide, le terrain agréable. Puits la descente qui mène jusque Rémuzat (km 66).Petit passage le long de la rivière et c’est le mur, 500 mètres droit dans la falaise, c’est dur, aérien avec passage d'échelle. Au sommet vous êtes sur la dernière crête. C’est le repère des vautours, selon l’heure vous pourrez en apercevoir.Après le rocher du Caire, on enchaine en sous bois des montées descentes direction Léoux (km 76). Avant dernière ascension sur 1 km environ, chemin large et roulant. Prise seule, ce n'est rien mais après plus de 75 km de course cela fera certainement mal aux jambes. Longue descente ensuite en DFCI avant de bifurquer sur la droite pour se prendre un dernier 100 de D+ dans les jambes pour arriver au dessus du plan d'eau. Descente technique, passage au plan d'eau puis on emprunte un chemin vallonné qui ramène jusque la motte. Petit tour du village et c’est l’arrivée.",250,8 December 2018,19 July 2019,75 Euros,https://www.njuko.net/utmc-2019/select_competition,20 July 2019,04:00,La,France,80.9km,4520m,4520m,5,20:00,http://www.utmc.fr,https://tracedetrail.fr/en/trace/itra/80633,,,https://itra.run/calend.php?ide=2471&mode=getEvt&id=2471&annee=2019&idc=4861
Ultra Tour De La Motte-Chalancon 2019,Trail Des Aiguilles,"Après une première partie ascendante, large et roulante de 3 km environ, on bifurque sur la droite direction le Montrond. La montée se fait en monotrace et en sous bois pour sortir au sommet où on peut profiter d’une vue imprenable sur le rocher du Caire … où il faudra passer un peu plus tard ! On en est alors à environ 5 km de course,On enchaîne sur une partie une partie roulante descendante de 3 km pour attaquer le valon. 1,5 km dans le lit d’une rivière à sec, au frais ! Ce passage nous amène directement en crête pour rejoindre le col de Staton, puis ascension de la montagne des Gavières jusqu’au pas de Pousterle. Vous en serez alors au km 12 et 1300 de D+….A partir de là, c’est parcours commun avec le 86 km jusqu’à l’arrivée à la Motte.",250,31 December 2018,19 July 2019,38 Euros,http://my3.raceresult.com/86591/?lang=fr,20 July 2019,08:00,Rémuzat,France,41.2km,2340m,2230m,2,,http://www.utmc.fr,https://tracedetrail.fr/en/trace/itra/80634,,,https://itra.run/calend.php?ide=2471&mode=getEvt&id=2471&annee=2019&idc=13053
Ultra Tour De La Motte-Chalancon 2019,Trail Des Ruelles,,250,8 December 2018,19 July 2019,19 €,http://my3.raceresult.com/86591/?lang=fr,21 July 2019,08:30,La,France,20.2km,1130m,1130m,1,,http://www.utmc.fr,https://tracedetrail.fr/en/trace/itra/80635,,https://itra.run/orga_pic/p_6061_3.jpg,https://itra.run/calend.php?ide=2471&mode=getEvt&id=2471&annee=2019&idc=6061
Ultra Tour De La Motte-Chalancon 2019,Trail De La Croix,"Le parcours de la croix est un véritable concentré de ce que l’on aime dans le trail, parfois technique et parfois roulant.Après un petit tour du village vous partirez dans un petit chemin pour 4 km de montée, principalement en monotrace. On enchaine sur une bonne descente rapide en DFCI et c’est la montée sur la croix. C’est court  et raide.Après avoir admiré le paysage se sera une descente en monotrace ou ceux qui ont les jambes pourront s’emballer.Attention reste encore une montée et voila le dernier single qui redescend jusqu'à la motte. Un dernier petit tour de village et c’est finit.",250,31 December 2018,19 July 2019,12 Euros,http://my3.raceresult.com/86591/?lang=fr,21 July 2019,09:00,La,France,13km,650m,650m,1,,http://www.utmc.fr,,,,https://itra.run/calend.php?ide=2471&mode=getEvt&id=2471&annee=2019&idc=13055
Ultramarathon Du Fallere 2019,Umf 56 Km,,,,,,,20 July 2019,06:00,SAINT,Italie,59.4km,4320m,4320m,6,15:00,http://www.ultramarathonfallere.it,https://tracedetrail.fr/en/trace/itra/74165,,https://itra.run/orga_pic/p_7115_3.jpg,https://itra.run/calend.php?ide=3303&mode=getEvt&id=3303&annee=2019&idc=7115
Ultramarathon Du Fallere 2019,Tour Du Fallere,,,,,,,20 July 2019,08:00,saint,Italie,38.9km,2430m,2430m,4,10:00,http://www.ultramarathonfallere.it,https://tracedetrail.fr/en/trace/itra/74164,,https://itra.run/orga_pic/p_7805_2.jpg,https://itra.run/calend.php?ide=3303&mode=getEvt&id=3303&annee=2019&idc=7805
Uludagultratrail 2019,Uut,ULUDAG ULTRA TRAIL,50,15 January 2019,20 July 2019,60,https://www.uludagultra.com/index.php?lang=en,20 July 2019,06:00,OTELLER,Turquie,103.1km,4880m,4880m,10,25:00,http://www.uludagultra.com,https://tracedetrail.fr/en/trace/itra/77252,/orga_pic/logo_med4187.jpg,,https://itra.run/calend.php?ide=4187&mode=getEvt&id=4187&annee=2019&idc=17441
Uludagultratrail 2019,Ua,ULUDAG ADVANCED,100,15 January 2019,20 July 2019,40,http://www.uludagultra.com/index.php#register,20 July 2019,06:00,OTELLER,Turquie,67.3km,3350m,3350m,8,17:00,http://www.uludagultra.com,https://tracedetrail.fr/en/trace/itra/77124,/orga_pic/logo_med4187.jpg,,https://itra.run/calend.php?ide=4187&mode=getEvt&id=4187&annee=2019&idc=17443
Uludagultratrail 2019,U30,ULUDAG 30K,140,15 January 2019,20 July 2019,20,https://www.uludagultra.com/index.php?lang=en,20 July 2019,09:00,OTELLER,Turquie,29.8km,930m,940m,2,06:30,http://www.uludagultra.com,https://tracedetrail.fr/en/trace/itra/77125,/orga_pic/logo_med4187.jpg,,https://itra.run/calend.php?ide=4187&mode=getEvt&id=4187&annee=2019&idc=17445
Utms - La Primavera 2019,50K,,300,1 January 2019,20 July 2019,100USD,http://www.ultrailmexicoseries.com/registrate/ultra-primavera/,20 July 2019,06:00,"TecuĂĄn,",Mexique,48.5km,1700m,1710m,4,09:00,http://www.ultrailmexicoseries.com/,https://tracedetrail.fr/en/trace/itra/78604,,,https://itra.run/calend.php?ide=2033&mode=getEvt&id=2033&annee=2019&idc=4028
Vermont 100 Endurance Race 2019,100M,,350,14 January 2019,15 July 2019,275,http://www.runreg.com,20 July 2019,04:00,West,Etats-Unis,157.5km,4830m,4840m,19,30:00,http://www.vermont100.com,,,,https://itra.run/calend.php?ide=2032&mode=getEvt&id=2032&annee=2019&idc=3942
Vermont 100 Endurance Race 2019,100K,,75,28 January 2019,16 July 2019,250,http://runreg.com,20 July 2019,09:00,West,Etats-Unis,98.5km,2660m,2660m,8,20:00,http://www.vermont100.com,,,,https://itra.run/calend.php?ide=2032&mode=getEvt&id=2032&annee=2019&idc=3980
Columbia Trail Masters  2019,Columbia Trail Masters,"Columbia Trail Masters, the oldest and most popular trail running event in Thailand. The Pioneers of Trail running in the kingdom. 
Description in English
Challenging 50km course on sometimes technical terrain. Mostly covered. Solid elevation at times especially from KM 1-4 and km 12-17. Rayong area, 200km south of BangkokOption Solo or teams 2 runners",3000,1 March 2019,16 July 2019,,,21 July 2019,06:15,(Thaïlande),Thaïlande,50.7km,1780m,1780m,8,,http://columbiatrailmastersth.com,https://tracedetrail.fr/en/trace/itra/81874,/orga_pic/logo_med5605.jpg,https://itra.run/orga_pic/p_18719_1.jpg,https://itra.run/calend.php?ide=5605&mode=getEvt&id=5605&annee=2019&idc=18719
